编号,a_降雨量_mm,b_孔隙水压力_kPa,c_微震事件数,d_深部位移_mm,e_表面位移_mm,缺失标记_a_降雨量_mm,缺失标记_b_孔隙水压力_kPa,缺失标记_c_微震事件数,缺失标记_d_深部位移_mm,缺失标记_e_表面位移_mm,突变候选标记_b_孔隙水压力_kPa,突变候选标记_d_深部位移_mm,突变候选标记_e_表面位移_mm,a_原始缺失,a_补齐值,a_建模值,a_是否插补,b_原始缺失,b_补齐值,b_建模值,b_是否插补,c_原始缺失,c_补齐值,c_建模值,c_是否插补,d_原始缺失,d_补齐值,d_建模值,d_是否插补,e_原始缺失,e_补齐值,e_建模值,e_是否插补,a异常,b异常,c异常,d异常,e异常,异常变量数量,共同异常,异常变量编码
117,0.0,88.3,,35.806,104.969,0,0,1,0,0,0,0,0,False,0.0,0.0,False,False,88.3,88.3,False,True,2.0,2.0,True,False,35.806,35.806,False,False,104.969,104.969,False,False,False,False,False,False,0,False,
118,0.2,75.92,0.0,28.719,89.065,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,75.92,75.92,False,False,0.0,0.0,False,False,28.719,28.719,False,False,89.065,89.065,False,False,False,False,False,False,0,False,
119,0.0,66.23,3.0,21.98,78.068,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,66.23,66.23,False,False,3.0,3.0,False,False,21.98,21.98,False,False,78.068,78.068,False,False,False,False,False,False,0,False,
120,10.0,61.65,1.0,25.453,95.904,0,0,0,0,0,0,0,0,False,10.0,10.0,False,False,61.65,61.65,False,False,1.0,1.0,False,False,25.453,25.453,False,False,95.904,95.904,False,False,False,False,False,False,0,False,
121,0.0,82.48,3.0,37.309,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,82.48,82.48,False,False,3.0,3.0,False,False,37.309,37.309,False,True,109.18373273721635,109.18373273721635,True,False,False,False,False,False,0,False,
122,0.0,100.27,2.0,40.215,115.858,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,100.27,100.27,False,False,2.0,2.0,False,False,40.215,40.215,False,False,115.858,115.858,False,False,False,False,False,False,0,False,
123,2.8,69.0,1.0,29.878,90.659,0,0,0,0,0,0,0,0,False,2.8,2.8,False,False,69.0,69.0,False,False,1.0,1.0,False,False,29.878,29.878,False,False,90.659,90.659,False,False,False,False,False,False,0,False,
124,2.1,85.7,0.0,34.886,103.964,0,0,0,0,0,0,0,0,False,2.1,2.1,False,False,85.7,85.7,False,False,0.0,0.0,False,False,34.886,34.886,False,False,103.964,103.964,False,False,False,False,False,False,0,False,
125,0.0,83.56,2.0,34.71,101.856,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,83.56,83.56,False,False,2.0,2.0,False,False,34.71,34.71,False,False,101.856,101.856,False,False,False,False,False,False,0,False,
126,0.5,88.87,0.0,36.76,102.311,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,88.87,88.87,False,False,0.0,0.0,False,False,36.76,36.76,False,False,102.311,102.311,False,False,False,False,False,False,0,False,
127,0.0,74.32,1.0,25.834,88.067,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,74.32,74.32,False,False,1.0,1.0,False,False,25.834,25.834,False,False,88.067,88.067,False,False,False,False,False,False,0,False,
128,0.1,68.57,5.0,26.029,94.238,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,68.57,68.57,False,False,5.0,5.0,False,False,26.029,26.029,False,False,94.238,94.238,False,False,False,False,False,False,0,False,
129,0.0,65.86,5.0,26.875,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,65.86,65.86,False,False,5.0,5.0,False,False,26.875,26.875,False,True,116.28579382039716,116.28579382039716,True,False,False,False,False,False,0,False,
130,19.0,87.69,0.0,42.502,133.887,0,0,0,0,0,0,1,0,False,19.0,19.0,False,False,87.69,87.69,False,False,0.0,0.0,False,False,42.502,42.502,False,False,133.887,133.887,False,False,False,False,True,False,1,False,d
131,0.9,84.43,2.0,33.494,103.352,0,0,0,0,0,0,0,0,False,0.9,0.9,False,False,84.43,84.43,False,False,2.0,2.0,False,False,33.494,33.494,False,False,103.352,103.352,False,False,False,False,False,False,0,False,
132,0.4,87.25,2.0,33.052,102.155,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,87.25,87.25,False,False,2.0,2.0,False,False,33.052,33.052,False,False,102.155,102.155,False,False,False,False,False,False,0,False,
133,0.0,85.08,4.0,33.89,100.883,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,85.08,85.08,False,False,4.0,4.0,False,False,33.89,33.89,False,False,100.883,100.883,False,False,False,False,False,False,0,False,
134,0.1,83.54,0.0,33.452,94.41,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,83.54,83.54,False,False,0.0,0.0,False,False,33.452,33.452,False,False,94.41,94.41,False,False,False,False,False,False,0,False,
135,5.1,71.13,1.0,30.234,96.928,0,0,0,0,0,0,0,0,False,5.1,5.1,False,False,71.13,71.13,False,False,1.0,1.0,False,False,30.234,30.234,False,False,96.928,96.928,False,False,False,False,False,False,0,False,
136,0.0,70.97,1.0,29.635,87.731,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,70.97,70.97,False,False,1.0,1.0,False,False,29.635,29.635,False,False,87.731,87.731,False,False,False,False,False,False,0,False,
137,0.1,88.45,0.0,35.786,100.751,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,88.45,88.45,False,False,0.0,0.0,False,False,35.786,35.786,False,False,100.751,100.751,False,False,False,False,False,False,0,False,
138,0.0,78.87,,31.827,91.671,0,0,1,0,0,0,0,0,False,0.0,0.0,False,False,78.87,78.87,False,True,0.0,0.0,True,False,31.827,31.827,False,False,91.671,91.671,False,False,False,False,False,False,0,False,
139,0.2,83.4,0.0,34.84,96.366,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,83.4,83.4,False,False,0.0,0.0,False,False,34.84,34.84,False,False,96.366,96.366,False,False,False,False,False,False,0,False,
140,11.9,59.42,5.0,26.958,109.976,0,0,0,0,0,0,0,0,False,11.9,11.9,False,False,59.42,59.42,False,False,5.0,5.0,False,False,26.958,26.958,False,False,109.976,109.976,False,False,False,False,False,False,0,False,
141,12.1,87.98,0.0,39.069,120.78,0,0,0,0,0,0,0,0,False,12.1,12.1,False,False,87.98,87.98,False,False,0.0,0.0,False,False,39.069,39.069,False,False,120.78,120.78,False,False,False,False,False,False,0,False,
142,0.5,66.25,1.0,29.428,86.327,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,66.25,66.25,False,False,1.0,1.0,False,False,29.428,29.428,False,False,86.327,86.327,False,False,False,False,False,False,0,False,
143,0.0,69.72,2.0,27.257,80.767,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,69.72,69.72,False,False,2.0,2.0,False,False,27.257,27.257,False,False,80.767,80.767,False,False,False,False,False,False,0,False,
144,0.5,70.44,0.0,28.105,84.212,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,70.44,70.44,False,False,0.0,0.0,False,False,28.105,28.105,False,False,84.212,84.212,False,False,False,False,False,False,0,False,
145,,71.76,0.0,31.142,86.37,1,0,0,0,0,0,0,0,True,0.5,0.5,True,False,71.76,71.76,False,False,0.0,0.0,False,False,31.142,31.142,False,False,86.37,86.37,False,False,False,False,False,False,0,False,
146,1.2,,1.0,39.487,109.473,0,1,0,0,0,0,0,0,False,1.2,1.2,False,True,75.76093731521277,75.76093731521277,True,False,1.0,1.0,False,False,39.487,39.487,False,False,109.473,109.473,False,False,False,False,False,False,0,False,
147,1.0,83.46,,31.355,95.621,0,0,1,0,0,0,0,0,False,1.0,1.0,False,False,83.46,83.46,False,True,0.0,0.0,True,False,31.355,31.355,False,False,95.621,95.621,False,False,False,False,False,False,0,False,
148,0.2,101.79,4.0,40.795,119.266,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,101.79,101.79,False,False,4.0,4.0,False,False,40.795,40.795,False,False,119.266,119.266,False,False,False,False,False,False,0,False,
149,5.1,101.42,1.0,45.786,127.126,0,0,0,0,0,0,0,0,False,5.1,5.1,False,False,101.42,101.42,False,False,1.0,1.0,False,False,45.786,45.786,False,False,127.126,127.126,False,False,False,False,False,False,0,False,
150,0.2,90.87,0.0,37.461,102.169,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,90.87,90.87,False,False,0.0,0.0,False,False,37.461,37.461,False,False,102.169,102.169,False,False,False,False,False,False,0,False,
151,,85.83,3.0,35.589,104.979,1,0,0,0,0,0,0,0,True,2.65,2.65,True,False,85.83,85.83,False,False,3.0,3.0,False,False,35.589,35.589,False,False,104.979,104.979,False,False,False,False,False,False,0,False,
152,7.6,99.82,0.0,39.684,122.612,0,0,0,0,0,0,0,0,False,7.6,7.6,False,False,99.82,99.82,False,False,0.0,0.0,False,False,39.684,39.684,False,False,122.612,122.612,False,False,False,False,False,False,0,False,
153,0.0,91.12,5.0,38.561,116.389,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,91.12,91.12,False,False,5.0,5.0,False,False,38.561,38.561,False,False,116.389,116.389,False,False,False,False,False,False,0,False,
154,10.9,81.29,1.0,36.837,118.846,0,0,0,0,0,0,0,0,False,10.9,10.9,False,False,81.29,81.29,False,False,1.0,1.0,False,False,36.837,36.837,False,False,118.846,118.846,False,False,False,False,False,False,0,False,
155,0.1,91.99,2.0,39.248,110.007,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,91.99,91.99,False,False,2.0,2.0,False,False,39.248,39.248,False,False,110.007,110.007,False,False,False,False,False,False,0,False,
156,2.4,90.44,1.0,39.403,111.538,0,0,0,0,0,0,0,0,False,2.4,2.4,False,False,90.44,90.44,False,False,1.0,1.0,False,False,39.403,39.403,False,False,111.538,111.538,False,False,False,False,False,False,0,False,
157,0.0,88.46,2.0,38.739,108.792,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,88.46,88.46,False,False,2.0,2.0,False,False,38.739,38.739,False,False,108.792,108.792,False,False,False,False,False,False,0,False,
158,0.0,72.44,2.0,25.581,87.914,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,72.44,72.44,False,False,2.0,2.0,False,False,25.581,25.581,False,False,87.914,87.914,False,False,False,False,False,False,0,False,
159,0.0,91.88,2.0,39.11,108.87,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,91.88,91.88,False,False,2.0,2.0,False,False,39.11,39.11,False,False,108.87,108.87,False,False,False,False,False,False,0,False,
160,0.0,78.97,3.0,33.934,101.258,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,78.97,78.97,False,False,3.0,3.0,False,False,33.934,33.934,False,False,101.258,101.258,False,False,False,False,False,False,0,False,
161,0.2,73.12,0.0,29.947,86.815,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,73.12,73.12,False,False,0.0,0.0,False,False,29.947,29.947,False,False,86.815,86.815,False,False,False,False,False,False,0,False,
162,,83.26,2.0,34.25,,1,0,0,0,1,0,0,0,True,0.1,0.1,True,False,83.26,83.26,False,False,2.0,2.0,False,False,34.25,34.25,False,True,87.09323884691682,87.09323884691682,True,False,False,False,False,False,0,False,
163,,74.0,1.0,26.542,87.921,1,0,0,0,0,0,0,0,True,0.1,0.1,True,False,74.0,74.0,False,False,1.0,1.0,False,False,26.542,26.542,False,False,87.921,87.921,False,False,False,False,False,False,0,False,
164,0.1,80.71,0.0,31.87,93.153,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,80.71,80.71,False,False,0.0,0.0,False,False,31.87,31.87,False,False,93.153,93.153,False,False,False,False,False,False,0,False,
165,0.7,81.71,0.0,32.077,91.061,0,0,0,0,0,0,0,0,False,0.7,0.7,False,False,81.71,81.71,False,False,0.0,0.0,False,False,32.077,32.077,False,False,91.061,91.061,False,False,False,False,False,False,0,False,
166,0.0,94.82,0.0,40.972,108.114,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,94.82,94.82,False,False,0.0,0.0,False,False,40.972,40.972,False,False,108.114,108.114,False,False,False,False,False,False,0,False,
167,0.2,58.61,3.0,25.673,83.276,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,58.61,58.61,False,False,3.0,3.0,False,False,25.673,25.673,False,False,83.276,83.276,False,False,False,False,False,False,0,False,
168,0.0,67.16,2.0,29.283,89.44,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,67.16,67.16,False,False,2.0,2.0,False,False,29.283,29.283,False,False,89.44,89.44,False,False,False,False,False,False,0,False,
169,0.0,72.2,2.0,30.22,90.269,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,72.2,72.2,False,False,2.0,2.0,False,False,30.22,30.22,False,False,90.269,90.269,False,False,False,False,False,False,0,False,
170,0.0,75.08,0.0,32.276,90.579,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,75.08,75.08,False,False,0.0,0.0,False,False,32.276,32.276,False,False,90.579,90.579,False,False,False,False,False,False,0,False,
171,0.0,93.96,2.0,36.777,106.491,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,93.96,93.96,False,False,2.0,2.0,False,False,36.777,36.777,False,False,106.491,106.491,False,False,False,False,False,False,0,False,
172,0.2,74.08,2.0,30.366,95.162,0,0,0,0,0,0,1,1,False,0.2,0.2,False,False,74.08,74.08,False,False,2.0,2.0,False,False,30.366,30.366,False,False,95.162,95.162,False,False,False,False,True,True,2,True,de
173,0.0,76.83,0.0,,91.821,0,0,0,1,0,0,0,0,False,0.0,0.0,False,False,76.83,76.83,False,False,0.0,0.0,False,True,33.235499999999995,33.235499999999995,True,False,91.821,91.821,False,False,False,False,False,False,0,False,
174,0.5,89.13,4.0,36.105,,0,0,0,0,1,0,0,0,False,0.5,0.5,False,False,89.13,89.13,False,False,4.0,4.0,False,False,36.105,36.105,False,True,93.5325,93.5325,True,False,False,False,False,False,0,False,
175,0.2,84.57,1.0,33.991,95.244,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,84.57,84.57,False,False,1.0,1.0,False,False,33.991,33.991,False,False,95.244,95.244,False,False,False,False,False,False,0,False,
176,0.3,75.63,0.0,31.614,89.257,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,75.63,75.63,False,False,0.0,0.0,False,False,31.614,31.614,False,False,89.257,89.257,False,False,False,False,False,False,0,False,
177,0.0,65.6,1.0,24.423,79.99,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,65.6,65.6,False,False,1.0,1.0,False,False,24.423,24.423,False,False,79.99,79.99,False,False,False,False,False,False,0,False,
178,0.1,86.74,,33.795,100.607,0,0,1,0,0,0,0,0,False,0.1,0.1,False,False,86.74,86.74,False,True,0.0,0.0,True,False,33.795,33.795,False,False,100.607,100.607,False,False,False,False,False,False,0,False,
179,0.0,75.45,0.0,33.097,,0,0,0,0,1,0,0,0,False,0.0,0.0,False,False,75.45,75.45,False,False,0.0,0.0,False,False,33.097,33.097,False,True,118.54465259319072,118.54465259319072,True,False,False,False,False,False,0,False,
180,15.2,,,42.008,128.055,0,1,1,0,0,0,0,0,False,15.2,15.2,False,True,79.34604155670581,79.34604155670581,True,True,0.0,0.0,True,False,42.008,42.008,False,False,128.055,128.055,False,False,False,False,False,False,0,False,
181,0.0,,,29.928,85.026,0,1,1,0,0,0,0,0,False,0.0,0.0,False,True,87.90430533563384,87.90430533563384,True,True,0.0,0.0,True,False,29.928,29.928,False,False,85.026,85.026,False,False,False,False,False,False,0,False,
182,0.3,96.43,0.0,40.193,107.476,0,0,0,0,0,0,0,0,False,0.3,0.3,False,False,96.43,96.43,False,False,0.0,0.0,False,False,40.193,40.193,False,False,107.476,107.476,False,False,False,False,False,False,0,False,
183,4.5,103.34,4.0,48.275,139.191,0,0,0,0,0,0,0,0,False,4.5,4.5,False,False,103.34,103.34,False,False,4.0,4.0,False,False,48.275,48.275,False,False,139.191,139.191,False,False,False,False,False,False,0,False,
184,0.0,67.83,0.0,,80.993,0,0,0,1,0,1,0,0,False,0.0,0.0,False,False,67.83,67.83,False,False,0.0,0.0,False,True,40.39134723870133,40.39134723870133,True,False,80.993,80.993,False,False,True,False,False,False,1,False,b
185,0.0,69.3,1.0,32.184,87.187,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,69.3,69.3,False,False,1.0,1.0,False,False,32.184,32.184,False,False,87.187,87.187,False,False,False,False,False,False,0,False,
186,0.0,75.57,1.0,31.811,91.541,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,75.57,75.57,False,False,1.0,1.0,False,False,31.811,31.811,False,False,91.541,91.541,False,False,False,False,False,False,0,False,
187,0.0,77.82,2.0,30.771,92.092,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.82,77.82,False,False,2.0,2.0,False,False,30.771,30.771,False,False,92.092,92.092,False,False,False,False,False,False,0,False,
188,0.1,82.67,1.0,36.157,99.227,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,82.67,82.67,False,False,1.0,1.0,False,False,36.157,36.157,False,False,99.227,99.227,False,False,False,False,False,False,0,False,
189,0.4,73.15,0.0,28.291,,0,0,0,0,1,0,0,0,False,0.4,0.4,False,False,73.15,73.15,False,False,0.0,0.0,False,False,28.291,28.291,False,True,103.22645691341268,103.22645691341268,True,False,False,False,False,False,0,False,
190,2.4,91.62,0.0,38.317,108.363,0,0,0,0,0,0,0,0,False,2.4,2.4,False,False,91.62,91.62,False,False,0.0,0.0,False,False,38.317,38.317,False,False,108.363,108.363,False,False,False,False,False,False,0,False,
191,8.0,92.99,,40.909,128.228,0,0,1,0,0,0,0,0,False,8.0,8.0,False,False,92.99,92.99,False,True,1.0,1.0,True,False,40.909,40.909,False,False,128.228,128.228,False,False,False,False,False,False,0,False,
192,0.0,76.52,1.0,30.076,92.503,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,76.52,76.52,False,False,1.0,1.0,False,False,30.076,30.076,False,False,92.503,92.503,False,False,False,False,False,False,0,False,
193,,85.89,2.0,37.368,107.397,1,0,0,0,0,0,0,0,True,1.4,1.4,True,False,85.89,85.89,False,False,2.0,2.0,False,False,37.368,37.368,False,False,107.397,107.397,False,False,False,False,False,False,0,False,
194,0.1,92.31,1.0,39.618,108.927,0,0,0,0,0,0,0,0,False,0.1,0.1,False,False,92.31,92.31,False,False,1.0,1.0,False,False,39.618,39.618,False,False,108.927,108.927,False,False,False,False,False,False,0,False,
195,0.4,74.01,0.0,32.095,87.754,0,0,0,0,0,0,0,0,False,0.4,0.4,False,False,74.01,74.01,False,False,0.0,0.0,False,False,32.095,32.095,False,False,87.754,87.754,False,False,False,False,False,False,0,False,
196,7.2,77.39,1.0,32.93,,0,0,0,0,1,0,0,0,False,7.2,7.2,False,False,77.39,77.39,False,False,1.0,1.0,False,False,32.93,32.93,False,True,97.844,97.844,True,False,False,False,False,False,0,False,
197,0.0,94.08,0.0,41.642,107.934,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,94.08,94.08,False,False,0.0,0.0,False,False,41.642,41.642,False,False,107.934,107.934,False,False,False,False,False,False,0,False,
198,0.0,70.66,0.0,28.372,80.896,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,70.66,70.66,False,False,0.0,0.0,False,False,28.372,28.372,False,False,80.896,80.896,False,False,False,False,False,False,0,False,
199,0.0,95.48,0.0,36.708,105.147,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,95.48,95.48,False,False,0.0,0.0,False,False,36.708,36.708,False,False,105.147,105.147,False,False,False,False,False,False,0,False,
200,0.0,59.62,0.0,23.131,73.474,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,59.62,59.62,False,False,0.0,0.0,False,False,23.131,23.131,False,False,73.474,73.474,False,False,False,False,False,False,0,False,
201,0.2,74.78,1.0,31.451,88.296,0,0,0,0,0,0,0,0,False,0.2,0.2,False,False,74.78,74.78,False,False,1.0,1.0,False,False,31.451,31.451,False,False,88.296,88.296,False,False,False,False,False,False,0,False,
202,0.0,73.04,3.0,27.094,94.937,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,73.04,73.04,False,False,3.0,3.0,False,False,27.094,27.094,False,False,94.937,94.937,False,False,False,False,False,False,0,False,
203,0.0,59.09,2.0,22.669,76.222,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,59.09,59.09,False,False,2.0,2.0,False,False,22.669,22.669,False,False,76.222,76.222,False,False,False,False,False,False,0,False,
204,0.1,81.84,,32.546,94.238,0,0,1,0,0,0,0,0,False,0.1,0.1,False,False,81.84,81.84,False,True,2.0,2.0,True,False,32.546,32.546,False,False,94.238,94.238,False,False,False,False,False,False,0,False,
205,6.2,79.91,4.0,,114.266,0,0,0,1,0,0,0,0,False,6.2,6.2,False,False,79.91,79.91,False,False,4.0,4.0,False,True,40.11218149375946,40.11218149375946,True,False,114.266,114.266,False,False,False,False,False,False,0,False,
206,0.0,104.89,1.0,43.952,117.674,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,104.89,104.89,False,False,1.0,1.0,False,False,43.952,43.952,False,False,117.674,117.674,False,False,False,False,False,False,0,False,
207,0.0,64.4,0.0,24.445,77.596,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,64.4,64.4,False,False,0.0,0.0,False,False,24.445,24.445,False,False,77.596,77.596,False,False,False,False,False,False,0,False,
208,4.5,90.09,2.0,40.968,119.32,0,0,0,0,0,0,0,0,False,4.5,4.5,False,False,90.09,90.09,False,False,2.0,2.0,False,False,40.968,40.968,False,False,119.32,119.32,False,False,False,False,False,False,0,False,
209,0.0,59.08,3.0,24.808,85.314,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,59.08,59.08,False,False,3.0,3.0,False,False,24.808,24.808,False,False,85.314,85.314,False,False,False,False,False,False,0,False,
210,6.9,83.3,2.0,38.103,115.343,0,0,0,0,0,0,0,0,False,6.9,6.9,False,False,83.3,83.3,False,False,2.0,2.0,False,False,38.103,38.103,False,False,115.343,115.343,False,False,False,False,False,False,0,False,
211,0.3,,2.0,30.816,93.34,0,1,0,0,0,0,0,0,False,0.3,0.3,False,True,78.85499999999999,78.85499999999999,True,False,2.0,2.0,False,False,30.816,30.816,False,False,93.34,93.34,False,False,False,False,False,False,0,False,
212,0.0,74.41,1.0,31.843,91.755,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,74.41,74.41,False,False,1.0,1.0,False,False,31.843,31.843,False,False,91.755,91.755,False,False,False,False,False,False,0,False,
213,0.6,76.17,,31.241,96.512,0,0,1,0,0,0,0,0,False,0.6,0.6,False,False,76.17,76.17,False,True,2.0,2.0,True,False,31.241,31.241,False,False,96.512,96.512,False,False,False,False,False,False,0,False,
214,7.5,69.25,1.0,34.188,102.125,0,0,0,0,0,0,0,0,False,7.5,7.5,False,False,69.25,69.25,False,False,1.0,1.0,False,False,34.188,34.188,False,False,102.125,102.125,False,False,False,False,False,False,0,False,
215,6.5,80.03,1.0,37.443,109.464,0,0,0,0,0,0,0,0,False,6.5,6.5,False,False,80.03,80.03,False,False,1.0,1.0,False,False,37.443,37.443,False,False,109.464,109.464,False,False,False,False,False,False,0,False,
216,0.0,77.1,2.0,31.119,93.28,0,0,0,0,0,0,0,0,False,0.0,0.0,False,False,77.1,77.1,False,False,2.0,2.0,False,False,31.119,31.119,False,False,93.28,93.28,False,False,False,False,False,False,0,False,
217,0.5,69.97,1.0,31.601,89.587,0,0,0,0,0,0,0,0,False,0.5,0.5,False,False,69.97,69.97,False,False,1.0,1.0,False,False,31.601,31.601,False,False,89.587,89.587,False,False,False,False,False,False,0,False,
