编号,a_降雨量_mm,b_孔隙水压力_kPa,c_微震事件数,d_深部位移_mm,e_表面位移_mm,缺失标记_a_降雨量_mm,缺失标记_b_孔隙水压力_kPa,缺失标记_c_微震事件数,缺失标记_d_深部位移_mm,缺失标记_e_表面位移_mm,突变候选标记_b_孔隙水压力_kPa,突变候选标记_d_深部位移_mm,a_原始缺失,a_补齐值,a_建模值,a_是否插补,b_原始缺失,b_补齐值,b_建模值,b_是否插补,c_原始缺失,c_补齐值,c_建模值,c_是否插补,d_原始缺失,d_补齐值,d_建模值,d_是否插补,e_原始缺失,e_补齐值,e_建模值,e_是否插补,e_表面位移估计值_mm
141,0.0,80.77,1.0,,,0,0,0,1,1,0,0,False,0.0,0.0,False,False,80.77,80.77,False,False,1.0,1.0,False,True,36.76929862834163,36.76929862834163,True,True,,,True,99.87547459491321
142,23.4,91.85,2.0,40.949,,0,0,0,0,1,0,0,False,23.4,23.4,False,False,91.85,91.85,False,False,2.0,2.0,False,False,40.949,40.949,False,True,,,True,142.89151911564977
143,17.0,100.44,0.0,47.339,,0,0,0,0,1,0,0,False,17.0,17.0,False,False,100.44,100.44,False,False,0.0,0.0,False,False,47.339,47.339,False,True,,,True,140.73381958552284
144,11.8,104.12,1.0,46.327,,0,0,0,0,1,0,0,False,11.8,11.8,False,False,104.12,104.12,False,False,1.0,1.0,False,False,46.327,46.327,False,True,,,True,136.92468849469537
145,0.3,104.25,0.0,41.711,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,104.25,104.25,False,False,0.0,0.0,False,False,41.711,41.711,False,True,,,True,114.97889408051812
146,0.0,102.86,3.0,40.606,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,102.86,102.86,False,False,3.0,3.0,False,False,40.606,40.606,False,True,,,True,119.37910605638191
147,0.0,101.49,4.0,42.313,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,101.49,101.49,False,False,4.0,4.0,False,False,42.313,42.313,False,True,,,True,122.57060607388337
148,0.6,100.45,0.0,41.893,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,100.45,100.45,False,False,0.0,0.0,False,False,41.893,41.893,False,True,,,True,113.6128164558124
149,0.3,,1.0,37.378,,0,1,0,0,1,0,0,False,0.3,0.3,False,True,99.85687126457289,99.85687126457289,True,False,1.0,1.0,False,False,37.378,37.378,False,True,,,True,110.63997844892378
150,0.4,99.28,0.0,39.672,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,99.28,99.28,False,False,0.0,0.0,False,False,39.672,39.672,False,True,,,True,110.54891079477792
151,0.2,98.34,1.0,39.193,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,98.34,98.34,False,False,1.0,1.0,False,False,39.193,39.193,False,True,,,True,111.52966458912312
152,0.0,95.61,1.0,38.771,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,95.61,95.61,False,False,1.0,1.0,False,False,38.771,38.771,False,True,,,True,109.45003512191488
153,0.3,95.06,1.0,39.087,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,95.06,95.06,False,False,1.0,1.0,False,False,39.087,39.087,False,True,,,True,109.87925984675468
154,0.0,96.14,3.0,39.633,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,96.14,96.14,False,False,3.0,3.0,False,False,39.633,39.633,False,True,,,True,114.97750483085196
155,0.2,94.94,2.0,37.854,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,94.94,94.94,False,False,2.0,2.0,False,False,37.854,37.854,False,True,,,True,110.66499099682565
156,0.0,94.63,1.0,36.619,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,94.63,94.63,False,False,1.0,1.0,False,False,36.619,36.619,False,True,,,True,106.81669216883208
157,1.0,93.9,0.0,36.625,,0,0,0,0,1,0,0,False,1.0,1.0,False,False,93.9,93.9,False,False,0.0,0.0,False,False,36.625,36.625,False,True,,,True,105.57306962980665
158,0.0,93.13,1.0,37.82,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,93.13,93.13,False,False,1.0,1.0,False,False,37.82,37.82,False,True,,,True,107.23921323516316
159,0.4,91.8,2.0,35.004,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,91.8,91.8,False,False,2.0,2.0,False,False,35.004,35.004,False,True,,,True,106.5001825020262
160,12.3,95.36,1.0,42.258,,0,0,0,0,1,0,0,False,12.3,12.3,False,False,95.36,95.36,False,False,1.0,1.0,False,False,42.258,42.258,False,True,,,True,129.07478299847858
161,0.3,94.14,0.0,36.975,,0,0,0,0,1,0,0,False,0.3,0.3,False,False,94.14,94.14,False,False,0.0,0.0,False,False,36.975,36.975,False,True,,,True,105.11506401018168
162,0.0,93.08,1.0,39.978,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,93.08,93.08,False,False,1.0,1.0,False,False,39.978,39.978,False,True,,,True,109.35160117187418
163,0.4,93.8,0.0,35.573,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,93.8,93.8,False,False,0.0,0.0,False,False,35.573,35.573,False,True,,,True,103.68465609546979
164,9.2,95.78,0.0,43.987,,0,0,0,0,1,0,0,False,9.2,9.2,False,False,95.78,95.78,False,False,0.0,0.0,False,False,43.987,43.987,False,True,,,True,124.69378057507879
165,0.4,96.5,1.0,39.346,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,96.5,96.5,False,False,1.0,1.0,False,False,39.346,39.346,False,True,,,True,111.00499541313789
166,0.2,94.89,2.0,38.032,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,94.89,94.89,False,False,2.0,2.0,False,False,38.032,38.032,False,True,,,True,110.81576084497217
167,0.3,92.9,,41.662,,0,0,1,0,1,0,0,False,0.3,0.3,False,False,92.9,92.9,False,True,2.0,2.0,True,False,41.662,41.662,False,True,,,True,113.52657487335274
168,2.4,95.06,2.0,35.598,,0,0,0,0,1,0,0,False,2.4,2.4,False,False,95.06,95.06,False,False,2.0,2.0,False,False,35.598,35.598,False,True,,,True,111.40641254079131
169,0.1,91.36,3.0,37.257,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,91.36,91.36,False,False,3.0,3.0,False,False,37.257,37.257,False,True,,,True,110.31084520258868
170,10.8,98.27,1.0,42.384,,0,0,0,0,1,0,0,False,10.8,10.8,False,False,98.27,98.27,False,False,1.0,1.0,False,False,42.384,42.384,False,True,,,True,128.70066965937096
171,0.0,95.27,2.0,41.108,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,95.27,95.27,False,False,2.0,2.0,False,False,41.108,41.108,False,True,,,True,113.79258566302397
172,0.0,94.91,0.0,39.209,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,94.91,94.91,False,False,0.0,0.0,False,False,39.209,39.209,False,True,,,True,107.32470721248862
173,0.2,95.03,1.0,40.28,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,95.03,95.03,False,False,1.0,1.0,False,False,40.28,40.28,False,True,,,True,110.9133335636261
174,0.0,92.28,3.0,40.251,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,92.28,92.28,False,False,3.0,3.0,False,False,40.251,40.251,False,True,,,True,113.61517390216575
175,5.0,93.34,1.0,41.387,,0,0,0,0,1,0,0,False,5.0,5.0,False,False,93.34,93.34,False,False,1.0,1.0,False,False,41.387,41.387,False,True,,,True,117.50573078430675
176,3.7,98.02,1.0,42.927,,0,0,0,0,1,0,0,False,3.7,3.7,False,False,98.02,98.02,False,False,1.0,1.0,False,False,42.927,42.927,False,True,,,True,119.70294676670864
177,0.0,93.57,3.0,,,0,0,0,1,1,0,0,False,0.0,0.0,False,False,93.57,93.57,False,False,3.0,3.0,False,True,40.4845,40.4845,True,True,,,True,114.50640916018895
178,0.0,94.22,1.0,38.042,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,94.22,94.22,False,False,1.0,1.0,False,False,38.042,38.042,False,True,,,True,108.01674471048138
179,0.0,92.9,3.0,38.175,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,92.9,92.9,False,False,3.0,3.0,False,False,38.175,38.175,False,True,,,True,111.87560975142132
180,0.0,90.8,0.0,38.923,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,90.8,90.8,False,False,0.0,0.0,False,False,38.923,38.923,False,True,,,True,104.93888065035091
181,0.0,91.34,1.0,35.552,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,91.34,91.34,False,False,1.0,1.0,False,False,35.552,35.552,False,True,,,True,104.07658948949961
182,0.6,,1.0,37.818,,0,1,0,0,1,0,0,False,0.6,0.6,False,True,89.19500000000001,89.19500000000001,True,False,1.0,1.0,False,False,37.818,37.818,False,True,,,True,106.01929661576332
183,0.0,87.05,0.0,35.515,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,87.05,87.05,False,False,0.0,0.0,False,False,35.515,35.515,False,True,,,True,99.64419707539955
184,13.0,93.25,1.0,40.735,,0,0,0,0,1,0,0,False,13.0,13.0,False,False,93.25,93.25,False,False,1.0,1.0,False,False,40.735,40.735,False,True,,,True,127.41407489985573
185,0.0,93.36,2.0,38.075,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,93.36,93.36,False,False,2.0,2.0,False,False,38.075,38.075,False,True,,,True,109.81067769170676
186,1.0,92.52,0.0,40.464,,0,0,0,0,1,0,0,False,1.0,1.0,False,False,92.52,92.52,False,False,0.0,0.0,False,False,40.464,40.464,False,True,,,True,108.6704863762769
187,10.2,,1.0,41.19,,0,1,0,0,1,0,0,False,10.2,10.2,False,True,93.27079395413482,93.27079395413482,True,False,1.0,1.0,False,False,41.19,41.19,False,True,,,True,124.16537218800518
188,0.0,94.39,0.0,42.942,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,94.39,94.39,False,False,0.0,0.0,False,False,42.942,42.942,False,True,,,True,110.75704339031388
189,0.0,95.02,2.0,38.491,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,95.02,95.02,False,False,2.0,2.0,False,False,38.491,38.491,False,True,,,True,111.07199316810227
190,0.2,94.64,0.0,40.693,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,94.64,94.64,False,False,0.0,0.0,False,False,40.693,40.693,False,True,,,True,108.92181909585582
191,0.5,92.34,0.0,35.834,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,92.34,92.34,False,False,0.0,0.0,False,False,35.834,35.834,False,True,,,True,103.32887017245153
192,4.4,93.89,2.0,37.132,,0,0,0,0,1,0,0,False,4.4,4.4,False,False,93.89,93.89,False,False,2.0,2.0,False,False,37.132,37.132,False,True,,,True,114.97773721226727
193,0.5,92.41,3.0,36.997,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,92.41,92.41,False,False,3.0,3.0,False,False,36.997,36.997,False,True,,,True,111.12040589857864
194,0.2,93.74,1.0,,,0,0,0,1,1,0,0,False,0.2,0.2,False,False,93.74,93.74,False,False,1.0,1.0,False,True,36.79419525547445,36.79419525547445,True,True,,,True,106.79998728722643
195,0.5,91.55,0.0,36.665,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,91.55,91.55,False,False,0.0,0.0,False,False,36.665,36.665,False,True,,,True,103.74802868191335
196,1.5,91.01,1.0,39.167,,0,0,0,0,1,0,0,False,1.5,1.5,False,False,91.01,91.01,False,False,1.0,1.0,False,False,39.167,39.167,False,True,,,True,109.47677820422946
197,7.5,96.57,3.0,42.248,,0,0,0,0,1,0,0,False,7.5,7.5,False,False,96.57,96.57,False,False,3.0,3.0,False,False,42.248,42.248,False,True,,,True,127.72600553624957
198,0.4,94.62,1.0,37.051,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,94.62,94.62,False,False,1.0,1.0,False,False,37.051,37.051,False,True,,,True,107.76958258405361
199,0.5,93.35,0.0,36.549,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,93.35,93.35,False,False,0.0,0.0,False,False,36.549,36.549,False,True,,,True,104.55390051896536
200,0.0,94.29,1.0,40.091,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,94.29,94.29,False,False,1.0,1.0,False,False,40.091,40.091,False,True,,,True,110.08253090849992
201,0.0,93.53,0.0,39.032,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,93.53,93.53,False,False,0.0,0.0,False,False,39.032,39.032,False,True,,,True,106.44340767427455
202,0.0,91.17,2.0,37.286,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,91.17,91.17,False,False,2.0,2.0,False,False,37.286,37.286,False,True,,,True,107.90870212256448
203,0.0,90.6,0.0,41.566,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,90.6,90.6,False,False,0.0,0.0,False,False,41.566,41.566,False,True,,,True,107.45503303739058
204,0.5,90.32,1.0,34.535,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,90.32,90.32,False,False,1.0,1.0,False,False,34.535,34.535,False,True,,,True,103.20976799809876
205,,89.21,3.0,33.835,,1,0,0,0,1,0,0,True,0.2,0.2,True,False,89.21,89.21,False,False,3.0,3.0,False,False,33.835,33.835,False,True,,,True,105.95328010675377
206,0.4,87.33,0.0,35.181,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,87.33,87.33,False,False,0.0,0.0,False,False,35.181,35.181,False,True,,,True,99.98654916874169
207,17.9,95.24,0.0,47.679,,0,0,0,0,1,0,0,False,17.9,17.9,False,False,95.24,95.24,False,False,0.0,0.0,False,False,47.679,47.679,False,True,,,True,139.60312610919084
208,0.0,,1.0,39.48,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,94.92321152538182,94.92321152538182,True,False,1.0,1.0,False,False,39.48,39.48,False,True,,,True,109.8011243919504
209,0.3,,1.0,36.614,,0,1,0,0,1,0,0,False,0.3,0.3,False,True,94.1042008285414,94.1042008285414,True,False,1.0,1.0,False,False,36.614,36.614,False,True,,,True,106.94027699138368
210,0.0,92.98,0.0,38.52,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,92.98,92.98,False,False,0.0,0.0,False,False,38.52,38.52,False,True,,,True,105.65480697421253
211,0.0,90.84,0.0,36.589,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,90.84,90.84,False,False,0.0,0.0,False,False,36.589,36.589,False,True,,,True,102.64701113400645
212,0.3,91.75,1.0,,,0,0,0,1,1,0,0,False,0.3,0.3,False,False,91.75,91.75,False,False,1.0,1.0,False,True,35.78414271025386,35.78414271025386,True,True,,,True,104.91382606076135
213,0.5,90.33,1.0,35.448,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,90.33,90.33,False,False,1.0,1.0,False,False,35.448,35.448,False,True,,,True,104.11940742180899
214,9.8,92.93,2.0,42.134,,0,0,0,0,1,0,0,False,9.8,9.8,False,False,92.93,92.93,False,False,2.0,2.0,False,False,42.134,42.134,False,True,,,True,126.59743236287146
215,0.0,93.19,,36.596,,0,0,1,0,1,0,0,False,0.0,0.0,False,False,93.19,93.19,False,True,1.0,1.0,True,False,36.596,36.596,False,True,,,True,106.05726976249564
216,0.6,90.7,4.0,34.513,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,90.7,90.7,False,False,4.0,4.0,False,False,34.513,34.513,False,True,,,True,110.11839050187005
217,0.0,,1.0,34.687,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,93.08,93.08,True,False,1.0,1.0,False,False,34.687,34.687,False,True,,,True,104.10972172409909
218,12.8,95.46,0.0,41.681,,0,0,0,0,1,0,0,False,12.8,12.8,False,False,95.46,95.46,False,False,0.0,0.0,False,False,41.681,41.681,False,True,,,True,127.01564100168548
219,,94.58,0.0,41.227,,1,0,0,0,1,0,0,True,0.6,0.6,True,False,94.58,94.58,False,False,0.0,0.0,False,False,41.227,41.227,False,True,,,True,109.9501849275416
220,0.0,93.67,0.0,37.068,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,93.67,93.67,False,False,0.0,0.0,False,False,37.068,37.068,False,True,,,True,104.56925842744401
221,0.6,93.71,2.0,37.739,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,93.71,93.71,False,False,2.0,2.0,False,False,37.739,37.739,False,True,,,True,110.4518653145508
222,13.1,98.27,0.0,42.14,,0,0,0,0,1,0,0,False,13.1,13.1,False,False,98.27,98.27,False,False,0.0,0.0,False,False,42.14,42.14,False,True,,,True,129.30535532241052
223,2.7,100.41,0.0,46.247,,0,0,0,0,1,0,0,False,2.7,2.7,False,False,100.41,100.41,False,False,0.0,0.0,False,False,46.247,46.247,False,True,,,True,120.6885195513083
224,0.4,98.47,0.0,39.285,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,98.47,98.47,False,False,0.0,0.0,False,False,39.285,39.285,False,True,,,True,109.7511459102775
225,0.0,96.63,0.0,38.353,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,96.63,96.63,False,False,0.0,0.0,False,False,38.353,38.353,False,True,,,True,107.35652483831201
226,4.4,98.87,1.0,39.813,,0,0,0,0,1,0,0,False,4.4,4.4,False,False,98.87,98.87,False,False,1.0,1.0,False,False,39.813,39.813,False,True,,,True,117.98020526950357
227,0.1,98.35,0.0,41.192,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,98.35,98.35,False,False,0.0,0.0,False,False,41.192,41.192,False,True,,,True,111.18154298193194
228,0.0,96.38,0.0,35.334,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,96.38,96.38,False,False,0.0,0.0,False,False,35.334,35.334,False,True,,,True,104.23766442843933
229,0.1,93.78,0.0,41.596,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,93.78,93.78,False,False,0.0,0.0,False,False,41.596,41.596,False,True,,,True,109.24399634560913
230,0.0,94.85,0.0,39.87,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,94.85,94.85,False,False,0.0,0.0,False,False,39.87,39.87,False,True,,,True,107.94887746098352
231,0.2,92.31,1.0,36.627,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,92.31,92.31,False,False,1.0,1.0,False,False,36.627,36.627,False,True,,,True,105.9028238317299
232,18.0,101.4,0.0,49.015,,0,0,0,0,1,0,0,False,18.0,18.0,False,False,101.4,101.4,False,False,0.0,0.0,False,False,49.015,49.015,False,True,,,True,144.21039192324386
233,1.3,101.88,1.0,37.222,,0,0,0,0,1,0,0,False,1.3,1.3,False,False,101.88,101.88,False,False,1.0,1.0,False,False,37.222,37.222,False,True,,,True,112.84540510533353
234,0.0,100.83,0.0,40.233,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,100.83,100.83,False,False,0.0,0.0,False,False,40.233,40.233,False,True,,,True,111.36759277921418
235,0.0,,1.0,43.377,,0,1,0,0,1,0,0,False,0.0,0.0,False,True,99.19205773226477,99.19205773226477,True,False,1.0,1.0,False,False,43.377,43.377,False,True,,,True,115.84568538624724
236,0.0,97.65,1.0,44.492,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,97.65,97.65,False,False,1.0,1.0,False,False,44.492,44.492,False,True,,,True,116.16149011100514
237,0.0,96.83,0.0,37.959,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,96.83,96.83,False,False,0.0,0.0,False,False,37.959,37.959,False,True,,,True,107.06849319934382
238,0.1,94.16,0.0,38.814,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,94.16,94.16,False,False,0.0,0.0,False,False,38.814,38.814,False,True,,,True,106.68221389758622
239,0.5,95.7,2.0,37.9,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,95.7,95.7,False,False,2.0,2.0,False,False,37.9,37.9,False,True,,,True,111.49685642442678
240,0.0,94.99,3.0,33.907,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,94.99,94.99,False,False,3.0,3.0,False,False,33.907,33.907,False,True,,,True,108.71637819190741
241,14.6,102.42,0.0,44.378,,0,0,0,0,1,1,1,False,14.6,14.6,False,False,102.42,102.42,False,False,0.0,0.0,False,False,44.378,44.378,False,True,,,True,135.63308405883942
242,2.3,101.11,0.0,43.395,,0,0,0,0,1,0,0,False,2.3,2.3,False,False,101.11,101.11,False,False,0.0,0.0,False,False,43.395,43.395,False,True,,,True,117.69106730157563
243,0.5,100.06,0.0,43.129,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,100.06,100.06,False,False,0.0,0.0,False,False,43.129,43.129,False,True,,,True,114.50533198615906
244,0.5,98.65,0.0,,,0,0,0,1,1,0,0,False,0.5,0.5,False,False,98.65,98.65,False,False,0.0,0.0,False,True,40.349875688959095,40.349875688959095,True,True,,,True,111.03071914012082
245,0.1,97.66,1.0,,,0,0,0,1,1,0,0,False,0.1,0.1,False,False,97.66,97.66,False,False,1.0,1.0,False,True,35.64054895559066,35.64054895559066,True,True,,,True,107.52983377429905
246,0.0,98.33,1.0,33.149,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,98.33,98.33,False,False,1.0,1.0,False,False,33.149,33.149,False,True,,,True,105.27165203995472
247,0.4,96.62,0.0,38.406,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,96.62,96.62,False,False,0.0,0.0,False,False,38.406,38.406,False,True,,,True,107.93393381132853
248,8.9,101.2,2.0,44.347,,0,0,0,0,1,0,0,False,8.9,8.9,False,False,101.2,101.2,False,False,2.0,2.0,False,False,44.347,44.347,False,True,,,True,131.8278912002004
249,0.1,101.54,,41.911,,0,0,1,0,1,0,0,False,0.1,0.1,False,False,101.54,101.54,False,True,1.0,1.0,True,False,41.911,41.911,False,True,,,True,115.72689584393373
250,0.0,99.77,1.0,41.396,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,99.77,99.77,False,False,1.0,1.0,False,False,41.396,41.396,False,True,,,True,114.17872452727818
251,0.2,98.98,2.0,39.596,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,98.98,98.98,False,False,2.0,2.0,False,False,39.596,39.596,False,True,,,True,114.45749166418649
252,5.0,101.42,0.0,40.21,,0,0,0,0,1,0,0,False,5.0,5.0,False,False,101.42,101.42,False,False,0.0,0.0,False,False,40.21,40.21,False,True,,,True,118.27182918560753
253,0.0,100.65,3.0,46.121,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,100.65,100.65,False,False,3.0,3.0,False,False,46.121,46.121,False,True,,,True,123.71237439740972
254,,98.04,1.0,39.118,,1,0,0,0,1,0,0,True,2.6,2.6,True,False,98.04,98.04,False,False,1.0,1.0,False,False,39.118,39.118,False,True,,,True,114.48199430252991
255,12.3,103.46,4.0,44.196,,0,0,0,0,1,0,0,False,12.3,12.3,False,False,103.46,103.46,False,False,4.0,4.0,False,False,44.196,44.196,False,True,,,True,141.74189221975388
256,8.0,106.63,2.0,48.284,,0,0,0,0,1,0,0,False,8.0,8.0,False,False,106.63,106.63,False,False,2.0,2.0,False,False,48.284,48.284,False,True,,,True,137.3135350193548
257,0.2,104.08,2.0,36.311,,0,0,0,0,1,0,0,False,0.2,0.2,False,False,104.08,104.08,False,False,2.0,2.0,False,False,36.311,36.311,False,True,,,True,113.81190785780718
258,0.0,103.04,0.0,41.437,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,103.04,103.04,False,False,0.0,0.0,False,False,41.437,41.437,False,True,,,True,113.69094662862312
259,0.1,103.52,1.0,41.437,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,103.52,103.52,False,False,1.0,1.0,False,False,41.437,41.437,False,True,,,True,116.27017077081277
260,0.6,100.83,2.0,41.801,,0,0,0,0,1,0,0,False,0.6,0.6,False,False,100.83,100.83,False,False,2.0,2.0,False,False,41.801,41.801,False,True,,,True,118.11840999414666
261,0.1,99.27,1.0,38.397,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,99.27,99.27,False,False,1.0,1.0,False,False,38.397,38.397,False,True,,,True,111.0842943939666
262,0.1,100.03,1.0,41.689,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,100.03,100.03,False,False,1.0,1.0,False,False,41.689,41.689,False,True,,,True,114.73451222131828
263,0.1,97.62,0.0,37.909,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,97.62,97.62,False,False,0.0,0.0,False,False,37.909,37.909,False,True,,,True,107.55558818238718
264,0.1,95.66,0.0,44.069,,0,0,0,0,1,0,0,False,0.1,0.1,False,False,95.66,95.66,False,False,0.0,0.0,False,False,44.069,44.069,False,True,,,True,112.65575665942296
265,,94.86,0.0,40.805,,1,0,0,0,1,0,0,True,0.1,0.1,True,False,94.86,94.86,False,False,0.0,0.0,False,False,40.805,40.805,False,True,,,True,109.01281677658255
266,0.0,93.22,0.0,37.232,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,93.22,93.22,False,False,0.0,0.0,False,False,37.232,37.232,False,True,,,True,104.50153715603767
267,0.4,94.61,1.0,36.719,,0,0,0,0,1,0,0,False,0.4,0.4,False,False,94.61,94.61,False,False,1.0,1.0,False,False,36.719,36.719,False,True,,,True,107.43554927623023
268,0.0,89.85,0.0,39.484,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,89.85,89.85,False,False,0.0,0.0,False,False,39.484,39.484,False,True,,,True,105.00869734703379
269,4.8,94.12,1.0,38.058,,0,0,0,0,1,0,0,False,4.8,4.8,False,False,94.12,94.12,False,False,1.0,1.0,False,False,38.058,38.058,False,True,,,True,114.34163939337837
270,4.2,93.63,1.0,38.962,,0,0,0,0,1,0,0,False,4.2,4.2,False,False,93.63,93.63,False,False,1.0,1.0,False,False,38.962,38.962,False,True,,,True,114.19156119330627
271,14.3,99.57,2.0,,,0,0,0,1,1,0,0,False,14.3,14.3,False,False,99.57,99.57,False,False,2.0,2.0,False,True,40.575292103103735,40.575292103103735,True,True,,,True,134.41259141739397
272,0.5,98.26,0.0,41.659,,0,0,0,0,1,0,0,False,0.5,0.5,False,False,98.26,98.26,False,False,0.0,0.0,False,False,41.659,41.659,False,True,,,True,112.12818424584277
273,5.8,101.04,1.0,38.675,,0,0,0,0,1,0,0,False,5.8,5.8,False,False,101.04,101.04,False,False,1.0,1.0,False,False,38.675,38.675,False,True,,,True,119.81789754927325
274,0.0,97.79,4.0,37.211,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,97.79,97.79,False,False,4.0,4.0,False,False,37.211,37.211,False,True,,,True,115.6232268819654
275,,97.25,0.0,40.898,,1,0,0,0,1,0,0,True,0.4,0.4,True,False,97.25,97.25,False,False,0.0,0.0,False,False,40.898,40.898,False,True,,,True,110.72507681848785
276,0.0,97.42,1.0,39.377,,0,0,0,0,1,0,0,False,0.0,0.0,False,False,97.42,97.42,False,False,1.0,1.0,False,False,39.377,39.377,False,True,,,True,110.97631958726508
